"","index.lci","X25.","index","X75.","index.uci","node","year","colony","species","colonyname","nknots"
"etapred[4,34]",115.994860104184,122.730605172589,126.463102247971,130.237115322753,137.772357328452,"etapred[4,34]",2017,4,"CAAU","Triangle Island",6
"etapred[4,35]",114.03769759252,121.238952063007,125.331624243637,129.443650151615,137.729313976529,"etapred[4,35]",2018,4,"CAAU","Triangle Island",6
"etapred[4,36]",110.874301071812,119.269622089026,124.038050943708,128.839683395736,138.66511892718,"etapred[4,36]",2019,4,"CAAU","Triangle Island",6
"etapred[1,1]2",33.9758545521654,38.6147595994773,41.1897744195381,43.9646602161809,49.9145043318821,"etapred[1,1]",1984,1,"RHAU","Lucy Islands",6
"etapred[1,2]2",34.601568672081,39.0073333664717,41.4871603417386,44.1477203507529,49.8049575746074,"etapred[1,2]",1985,1,"RHAU","Lucy Islands",6
"etapred[1,3]2",35.044867971698,39.3772560135284,41.7998815182275,44.3950482938074,49.9215055776669,"etapred[1,3]",1986,1,"RHAU","Lucy Islands",6
"etapred[1,4]2",35.3072103871624,39.6383868995247,42.0959769914324,44.6969999296377,50.2020538838303,"etapred[1,4]",1987,1,"RHAU","Lucy Islands",6
"etapred[1,5]2",35.4620174907817,39.8639127863832,42.3328896063805,45.0333878824229,50.6852919184208,"etapred[1,5]",1988,1,"RHAU","Lucy Islands",6
"etapred[1,6]2",35.5939282170161,40.0500661788926,42.5563013429398,45.3401832288395,51.1470383612033,"etapred[1,6]",1989,1,"RHAU","Lucy Islands",6
"etapred[1,7]2",35.6223415129421,40.1760722555754,42.7751320364706,45.6589543953595,51.8012166685684,"etapred[1,7]",1990,1,"RHAU","Lucy Islands",6
"etapred[1,8]2",35.5555113305946,40.2633558971349,42.9503588477326,45.9296144023731,52.5509252961779,"etapred[1,8]",1991,1,"RHAU","Lucy Islands",6
"etapred[1,9]2",35.322231124112,40.333350840693,43.082585466843,46.2165646120821,53.5186346349387,"etapred[1,9]",1992,1,"RHAU","Lucy Islands",6
"etapred[1,10]2",34.9363168901852,40.3146617123373,43.2112276049462,46.5078291983312,54.451490626333,"etapred[1,10]",1993,1,"RHAU","Lucy Islands",6
"etapred[1,11]2",34.5526291755975,40.2636011567197,43.3315138003464,46.808156636753,55.6317427232298,"etapred[1,11]",1994,1,"RHAU","Lucy Islands",6
"etapred[1,12]2",34.2326242731603,40.2283846794218,43.4496133344905,47.0697412504979,56.6986537115881,"etapred[1,12]",1995,1,"RHAU","Lucy Islands",6
"etapred[1,13]2",33.9674667221639,40.2171428851828,43.5772525337482,47.3376793636747,57.6090678102978,"etapred[1,13]",1996,1,"RHAU","Lucy Islands",6
"etapred[1,14]2",33.853012418646,40.264267503796,43.7277028713981,47.6187920229654,58.2397694001159,"etapred[1,14]",1997,1,"RHAU","Lucy Islands",6
"etapred[1,15]2",33.8764129230402,40.3847617068047,43.9144349319711,47.8974669473542,58.6160335100564,"etapred[1,15]",1998,1,"RHAU","Lucy Islands",6
"etapred[1,16]2",34.1463313887384,40.5582761002338,44.1270443970238,48.0996088730783,58.8469111941878,"etapred[1,16]",1999,1,"RHAU","Lucy Islands",6
"etapred[1,17]2",34.576918834997,40.8353956569453,44.3170804197065,48.257785910716,58.6734396336722,"etapred[1,17]",2000,1,"RHAU","Lucy Islands",6
"etapred[1,18]2",35.1689346375189,41.1236284462863,44.5515220921785,48.380970767095,58.1050003806926,"etapred[1,18]",2001,1,"RHAU","Lucy Islands",6
"etapred[1,19]2",35.7303831872542,41.4538883528169,44.7476512910543,48.4779580785313,57.617984517315,"etapred[1,19]",2002,1,"RHAU","Lucy Islands",6
"etapred[1,20]2",36.2582089971234,41.750887958494,44.9742497857626,48.5483841737575,57.0013640407407,"etapred[1,20]",2003,1,"RHAU","Lucy Islands",6
"etapred[1,21]2",36.6490305150403,42.0513413428793,45.1638755949987,48.6094592606809,56.6047337293566,"etapred[1,21]",2004,1,"RHAU","Lucy Islands",6
"etapred[1,22]2",37.1731449394664,42.3323218955977,45.3157424764058,48.5999891915239,56.1261854280243,"etapred[1,22]",2005,1,"RHAU","Lucy Islands",6
"etapred[1,23]2",37.6127846651155,42.589393937869,45.4123349280632,48.5150384104658,55.661400434068,"etapred[1,23]",2006,1,"RHAU","Lucy Islands",6
"etapred[1,24]2",38.159180579307,42.8383882240417,45.4925243619304,48.4142308921851,54.9089513700314,"etapred[1,24]",2007,1,"RHAU","Lucy Islands",6
"etapred[1,25]2",38.5708850814372,43.0150073910757,45.5197023327371,48.2578131227436,54.271780541196,"etapred[1,25]",2008,1,"RHAU","Lucy Islands",6
"etapred[1,26]2",38.8660741791021,43.0745184603571,45.4758695016814,48.0875034936242,53.6654166884171,"etapred[1,26]",2009,1,"RHAU","Lucy Islands",6
"etapred[1,27]2",39.009026791564,43.0727084656923,45.4012946641383,47.9094511389917,53.2187439222044,"etapred[1,27]",2010,1,"RHAU","Lucy Islands",6
"etapred[1,28]2",38.9543802484861,42.9596155951406,45.2878950723194,47.8066208454972,53.0428438869781,"etapred[1,28]",2011,1,"RHAU","Lucy Islands",6
"etapred[1,29]2",38.6246848267358,42.7631356251306,45.1681645287379,47.7423580282586,53.13352492801,"etapred[1,29]",2012,1,"RHAU","Lucy Islands",6
"etapred[1,30]2",38.1576148764511,42.5342569273096,45.023388728886,47.7235989560153,53.2655732142428,"etapred[1,30]",2013,1,"RHAU","Lucy Islands",6
"etapred[1,31]2",37.5856813798645,42.2431662161202,44.8887922258537,47.7297069722769,53.6762642878726,"etapred[1,31]",2014,1,"RHAU","Lucy Islands",6
"etapred[1,32]2",36.9829622794369,41.9600281240067,44.7603906275463,47.7299671159156,54.0353747345474,"etapred[1,32]",2015,1,"RHAU","Lucy Islands",6
"etapred[1,33]2",36.3780817677284,41.6715875621535,44.6244121739687,47.7849372932539,54.489898507484,"etapred[1,33]",2016,1,"RHAU","Lucy Islands",6
"etapred[1,34]2",35.6942599729512,41.3447423806599,44.4823130594334,47.8370304732797,55.0105095671457,"etapred[1,34]",2017,1,"RHAU","Lucy Islands",6
"etapred[1,35]2",34.9224851358286,40.9817973885928,44.3537472325311,47.9737309289421,55.6510343458458,"etapred[1,35]",2018,1,"RHAU","Lucy Islands",6
"etapred[1,36]2",34.0694512972229,40.6369683356031,44.2386350966214,48.1412841269556,56.5226834876294,"etapred[1,36]",2019,1,"RHAU","Lucy Islands",6
"etapred[2,1]2",67.1502322081943,74.3331106540229,78.5284724054249,82.8671983539635,92.1195758622827,"etapred[2,1]",1984,2,"RHAU","Pine Island",6
"etapred[2,2]2",67.39977413134,74.303169339383,78.2122292951096,82.3434436192638,91.0511645200494,"etapred[2,2]",1985,2,"RHAU","Pine Island",6
"etapred[2,3]2",67.3665759220708,74.1069376306939,77.8797823151846,81.8547476866652,90.2021323164148,"etapred[2,3]",1986,2,"RHAU","Pine Island",6
"etapred[2,4]2",67.1185535369931,73.6923639725529,77.4336629375067,81.3340533551982,89.6006567788374,"etapred[2,4]",1987,2,"RHAU","Pine Island",6
"etapred[2,5]2",66.5823149094755,73.0707648612573,76.7529894320739,80.6764294880226,88.9322314894049,"etapred[2,5]",1988,2,"RHAU","Pine Island",6
"etapred[2,6]2",65.8386962781005,72.1860204243088,75.8195624039365,79.7884863079805,88.0473775617554,"etapred[2,6]",1989,2,"RHAU","Pine Island",6
"etapred[2,7]2",64.8070950564522,71.0483392478727,74.6343375518249,78.5669546295143,86.8490488086515,"etapred[2,7]",1990,2,"RHAU","Pine Island",6
"etapred[2,8]2",63.4887427836743,69.6674373229242,73.1911617178206,77.0866466940871,85.395946740532,"etapred[2,8]",1991,2,"RHAU","Pine Island",6
"etapred[2,9]2",61.9201314692232,68.0428504463618,71.5378113072307,75.3776332848546,83.5995365098335,"etapred[2,9]",1992,2,"RHAU","Pine Island",6
"etapred[2,10]2",60.1120319454625,66.2568723148725,69.7501700260168,73.6287340021217,82.0244528621758,"etapred[2,10]",1993,2,"RHAU","Pine Island",6
"etapred[2,11]2",58.0804990278956,64.3906741543701,67.9543182202511,71.8314302418542,80.1483205370238,"etapred[2,11]",1994,2,"RHAU","Pine Island",6
"etapred[2,12]2",56.0001030880417,62.5865448714244,66.213211031031,70.0461685966328,78.466623874121,"etapred[2,12]",1995,2,"RHAU","Pine Island",6
"etapred[2,13]2",54.2350770514361,60.9617185985825,64.6034700561252,68.3731530839782,76.714566530217,"etapred[2,13]",1996,2,"RHAU","Pine Island",6
"etapred[2,14]2",52.8913989749131,59.5506750330289,63.1771295051471,66.8833335484334,75.0206455736125,"etapred[2,14]",1997,2,"RHAU","Pine Island",6
"etapred[2,15]2",51.8967034695991,58.4232687445344,61.9282887875211,65.5710121895339,73.3092478134143,"etapred[2,15]",1998,2,"RHAU","Pine Island",6
"etapred[2,16]2",51.3985455808661,57.5786046807667,60.9638653839251,64.3916028664596,71.5252141253417,"etapred[2,16]",1999,2,"RHAU","Pine Island",6
"etapred[2,17]2",51.2105511083115,56.9866379149866,60.1668174042798,63.4258422475828,70.0062545249753,"etapred[2,17]",2000,2,"RHAU","Pine Island",6
"etapred[2,18]2",51.2707891123686,56.5870925787867,59.573279950205,62.6377439234172,68.6576545173299,"etapred[2,18]",2001,2,"RHAU","Pine Island",6
"etapred[2,19]2",51.3075134102331,56.3512513430953,59.1208289408275,62.029671180931,67.7273019479643,"etapred[2,19]",2002,2,"RHAU","Pine Island",6
"etapred[2,20]2",51.2790623771488,56.1410862542814,58.7600169653937,61.5875696750194,67.189631138666,"etapred[2,20]",2003,2,"RHAU","Pine Island",6
"etapred[2,21]2",51.0961033653536,55.9171722632528,58.4970878120164,61.2282977872986,66.8343350565591,"etapred[2,21]",2004,2,"RHAU","Pine Island",6
"etapred[2,22]2",50.8311165734085,55.6548645437795,58.2449499599248,60.9269036251763,66.5062990432601,"etapred[2,22]",2005,2,"RHAU","Pine Island",6
"etapred[2,23]2",50.630180261603,55.3451984973748,57.912223104182,60.5459896793905,66.1182952018679,"etapred[2,23]",2006,2,"RHAU","Pine Island",6
"etapred[2,24]2",50.4474468697582,55.0079515996121,57.5236033333835,60.0779327043001,65.6054289756403,"etapred[2,24]",2007,2,"RHAU","Pine Island",6
"etapred[2,25]2",50.2214211347805,54.6218772518368,57.0619705900811,59.5482110424455,64.9741180018914,"etapred[2,25]",2008,2,"RHAU","Pine Island",6
"etapred[2,26]2",49.8320064140432,54.1460742041857,56.5288748105615,58.9878979962866,64.2311098040615,"etapred[2,26]",2009,2,"RHAU","Pine Island",6
"etapred[2,27]2",49.3704844859536,53.6141217160291,56.0086697756069,58.4649985650492,63.752313347148,"etapred[2,27]",2010,2,"RHAU","Pine Island",6
"etapred[2,28]2",48.6070891265447,53.0357575352821,55.4942616126488,58.0353896459738,63.4289412042904,"etapred[2,28]",2011,2,"RHAU","Pine Island",6
"etapred[2,29]2",47.6717134663653,52.4235013913244,54.9851768611828,57.6667664922693,63.3693064852757,"etapred[2,29]",2012,2,"RHAU","Pine Island",6
"etapred[2,30]2",46.8423242695591,51.8476282192217,54.5559746284882,57.3679382418205,63.4145734857646,"etapred[2,30]",2013,2,"RHAU","Pine Island",6
"etapred[2,31]2",46.0644041700665,51.2737829493362,54.1948873634399,57.2018247980555,63.6378930084822,"etapred[2,31]",2014,2,"RHAU","Pine Island",6
"etapred[2,32]2",45.2562690423057,50.8205808491087,53.9077341111192,57.1493726681993,64.0334111028647,"etapred[2,32]",2015,2,"RHAU","Pine Island",6
"etapred[2,33]2",44.4497401357683,50.4366362867759,53.718733717936,57.1882468653763,64.534197329871,"etapred[2,33]",2016,2,"RHAU","Pine Island",6
"etapred[2,34]2",43.7191690482905,50.0880156236967,53.5383750587766,57.290667698283,65.247497937592,"etapred[2,34]",2017,2,"RHAU","Pine Island",6
"etapred[2,35]2",42.8471532837242,49.7394867439639,53.4246429144147,57.505306073502,66.1784340646184,"etapred[2,35]",2018,2,"RHAU","Pine Island",6
"etapred[2,36]2",41.9444032221541,49.3677074852064,53.3373369037248,57.7135043089618,67.2284693335958,"etapred[2,36]",2019,2,"RHAU","Pine Island",6
"etapred[3,1]2",25.2675954395179,29.6915761076531,32.269754811046,35.038992858355,41.1045216250804,"etapred[3,1]",1984,3,"RHAU","Skaang Gwai",6
"etapred[3,2]2",25.7525939550146,30.0278959500257,32.549504539984,35.249162535144,41.0288003112563,"etapred[3,2]",1985,3,"RHAU","Skaang Gwai",6
"etapred[3,3]2",26.1405687453991,30.3657243572703,32.8310864489574,35.4687945148659,41.1043884309459,"etapred[3,3]",1986,3,"RHAU","Skaang Gwai",6
"etapred[3,4]2",26.4662138980875,30.699265975799,33.1450920979937,35.7776919355936,41.3473703263408,"etapred[3,4]",1987,3,"RHAU","Skaang Gwai",6
"etapred[3,5]2",26.7503818961814,31.0634625396892,33.5032609581275,36.1656928924708,41.6503162788242,"etapred[3,5]",1988,3,"RHAU","Skaang Gwai",6
"etapred[3,6]2",27.1006916283369,31.4754918121321,33.9307775512617,36.6389860553051,42.1754783979941,"etapred[3,6]",1989,3,"RHAU","Skaang Gwai",6
"etapred[3,7]2",27.5090553376045,31.9495647261366,34.4534191754067,37.184021554119,42.8599659466412,"etapred[3,7]",1990,3,"RHAU","Skaang Gwai",6
"etapred[3,8]2",27.9725260715144,32.4702846513251,35.0566127547342,37.8178722064141,43.698295077034,"etapred[3,8]",1991,3,"RHAU","Skaang Gwai",6
"etapred[3,9]2",28.3752915729937,33.0459255279084,35.7211886739871,38.5313306415453,44.6230849590248,"etapred[3,9]",1992,3,"RHAU","Skaang Gwai",6
"etapred[3,10]2",28.7291145031788,33.616352397163,36.4177652673832,39.3401895432324,45.7604206442641,"etapred[3,10]",1993,3,"RHAU","Skaang Gwai",6
"etapred[3,11]2",28.9867465463736,34.2584220935836,37.1289459620865,40.2130493574169,47.1716729933696,"etapred[3,11]",1994,3,"RHAU","Skaang Gwai",6
"etapred[3,12]2",29.3327043451986,34.8680513607205,37.8475808868493,41.095347671346,48.7291664168448,"etapred[3,12]",1995,3,"RHAU","Skaang Gwai",6
"etapred[3,13]2",29.6927745548417,35.4620428931827,38.5712150016009,41.9133554273154,50.0576932103328,"etapred[3,13]",1996,3,"RHAU","Skaang Gwai",6
"etapred[3,14]2",30.1439725040187,36.0583531796131,39.2580288060565,42.6676573992043,51.2012178924982,"etapred[3,14]",1997,3,"RHAU","Skaang Gwai",6
"etapred[3,15]2",30.7071628045446,36.6804859269151,39.9019123199689,43.3466774365447,51.8976369740152,"etapred[3,15]",1998,3,"RHAU","Skaang Gwai",6
"etapred[3,16]2",31.3795992424819,37.2603249508041,40.4785461435553,43.8621706236998,52.2424875420097,"etapred[3,16]",1999,3,"RHAU","Skaang Gwai",6
"etapred[3,17]2",32.19327995015,37.8495507049266,41.0129084756726,44.3409577722519,52.3006644771046,"etapred[3,17]",2000,3,"RHAU","Skaang Gwai",6
"etapred[3,18]2",33.0753904109248,38.5020819747496,41.5189711569716,44.7077592856222,52.0392181673291,"etapred[3,18]",2001,3,"RHAU","Skaang Gwai",6
"etapred[3,19]2",33.9555894497685,39.1626191700856,42.016672914164,45.0879311142023,51.8142423984162,"etapred[3,19]",2002,3,"RHAU","Skaang Gwai",6
"etapred[3,20]2",34.8998030651286,39.8194935818197,42.5214387975057,45.497305489036,51.7412346790466,"etapred[3,20]",2003,3,"RHAU","Skaang Gwai",6
"etapred[3,21]2",35.8302101799598,40.5352086122712,43.1100073473329,45.9587666921212,51.8454387462267,"etapred[3,21]",2004,3,"RHAU","Skaang Gwai",6
"etapred[3,22]2",36.7720610735714,41.3178217142879,43.783396675679,46.5102896067452,52.1056824329627,"etapred[3,22]",2005,3,"RHAU","Skaang Gwai",6
"etapred[3,23]2",37.7570747585466,42.1410412629269,44.5615475184439,47.1669756763698,52.5522075264013,"etapred[3,23]",2006,3,"RHAU","Skaang Gwai",6
"etapred[3,24]2",38.8514034438126,43.0636009039261,45.3939886747099,47.8735651909736,53.0308077235674,"etapred[3,24]",2007,3,"RHAU","Skaang Gwai",6
"etapred[3,25]2",40.0195607262774,44.0471960079371,46.2940401432408,48.6815211000443,53.6672069495667,"etapred[3,25]",2008,3,"RHAU","Skaang Gwai",6
"etapred[3,26]2",41.0863945160992,45.0410899347965,47.2477583569665,49.5263658739306,54.437186604095,"etapred[3,26]",2009,3,"RHAU","Skaang Gwai",6
"etapred[3,27]2",42.0383376878346,45.9955052338581,48.1992942943602,50.4482263873282,55.3310934239987,"etapred[3,27]",2010,3,"RHAU","Skaang Gwai",6
"etapred[3,28]2",42.7554099046531,46.831132217324,49.106242548228,51.4281253300282,56.4656678376704,"etapred[3,28]",2011,3,"RHAU","Skaang Gwai",6
"etapred[3,29]2",43.2901205525653,47.5388241647746,49.9275504518519,52.3568308286544,57.6803552131795,"etapred[3,29]",2012,3,"RHAU","Skaang Gwai",6
"etapred[3,30]2",43.6072016444199,48.0938060232182,50.6149667787367,53.2395020922736,58.9699643030416,"etapred[3,30]",2013,3,"RHAU","Skaang Gwai",6
"etapred[3,31]2",43.7648669151315,48.5235475371432,51.1748727564979,54.0244284793183,60.1504486614224,"etapred[3,31]",2014,3,"RHAU","Skaang Gwai",6
"etapred[3,32]2",43.7731990638794,48.7409724467534,51.6105021551256,54.6881274693284,61.2414193705239,"etapred[3,32]",2015,3,"RHAU","Skaang Gwai",6
"etapred[3,33]2",43.5883620605642,48.890123640368,51.9627575594835,55.26581064641,62.2162751284304,"etapred[3,33]",2016,3,"RHAU","Skaang Gwai",6
"etapred[3,34]2",43.2015171615518,48.9034699033941,52.2038619879832,55.7669509200006,63.3301925709907,"etapred[3,34]",2017,3,"RHAU","Skaang Gwai",6
"etapred[3,35]2",42.6235897813894,48.832367183239,52.3795427568197,56.2790159628211,64.5138633518406,"etapred[3,35]",2018,3,"RHAU","Skaang Gwai",6
"etapred[3,36]2",41.8463532465162,48.7213314489063,52.557635622357,56.785894156114,65.8791316868803,"etapred[3,36]",2019,3,"RHAU","Skaang Gwai",6
"etapred[4,1]1",52.7196142401048,59.6461533612036,63.4850449974424,67.5447307834246,76.1651353815341,"etapred[4,1]",1984,4,"RHAU","Triangle Island",6
"etapred[4,2]1",53.1156879877367,59.6034045028932,63.1732621411251,66.918109178591,74.8390486212013,"etapred[4,2]",1985,4,"RHAU","Triangle Island",6
"etapred[4,3]1",53.3401547564997,59.487844685585,62.9028940678309,66.4263486981514,73.6699419662539,"etapred[4,3]",1986,4,"RHAU","Triangle Island",6
"etapred[4,4]1",53.3971509212272,59.3430015888044,62.5986876542313,66.0099157603867,72.8794568322137,"etapred[4,4]",1987,4,"RHAU","Triangle Island",6
"etapred[4,5]1",53.4080354257187,59.180585047874,62.3053279745857,65.6364174065837,72.313870156273,"etapred[4,5]",1988,4,"RHAU","Triangle Island",6
"etapred[4,6]1",53.3185982398232,59.0101721954686,62.0453204312167,65.2503415916254,71.8221366077536,"etapred[4,6]",1989,4,"RHAU","Triangle Island",6
"etapred[4,7]1",53.2819543639186,58.8415011355223,61.7975115777768,64.9265459854601,71.3116532083564,"etapred[4,7]",1990,4,"RHAU","Triangle Island",6
"etapred[4,8]1",53.2370687345214,58.7269713168526,61.6107905689923,64.6205212182839,70.8289547173004,"etapred[4,8]",1991,4,"RHAU","Triangle Island",6
"etapred[4,9]1",53.2016490446534,58.577990294494,61.4516418134789,64.4251874621765,70.5965773632704,"etapred[4,9]",1992,4,"RHAU","Triangle Island",6
"etapred[4,10]1",52.9526312001629,58.4549017648173,61.3601925862128,64.4023051972996,70.5358956672306,"etapred[4,10]",1993,4,"RHAU","Triangle Island",6
"etapred[4,11]1",52.6844971819512,58.3527815646417,61.3618465102821,64.4577690743937,70.7131521263183,"etapred[4,11]",1994,4,"RHAU","Triangle Island",6
"etapred[4,12]1",52.3363037935084,58.3424611929098,61.4760073313524,64.6596480913615,71.0929228930095,"etapred[4,12]",1995,4,"RHAU","Triangle Island",6
"etapred[4,13]1",52.2169423287509,58.3785302828111,61.6437531728383,64.8950514291243,71.4678306925752,"etapred[4,13]",1996,4,"RHAU","Triangle Island",6
"etapred[4,14]1",52.2043664734478,58.5568643455035,61.8852094662207,65.1851505127932,71.8981846821584,"etapred[4,14]",1997,4,"RHAU","Triangle Island",6
"etapred[4,15]1",52.579099158241,58.8964954615699,62.224685651696,65.5547104430788,72.2236941611012,"etapred[4,15]",1998,4,"RHAU","Triangle Island",6
"etapred[4,16]1",53.1685362465304,59.4160788000564,62.676587226307,65.9595047771788,72.6645889668671,"etapred[4,16]",1999,4,"RHAU","Triangle Island",6
"etapred[4,17]1",54.0661194016408,60.0853212536823,63.2506139352577,66.450519335518,73.0947533647351,"etapred[4,17]",2000,4,"RHAU","Triangle Island",6
"etapred[4,18]1",55.1012697607365,60.9307181074776,63.9630308283985,67.0964653909897,73.4728465350458,"etapred[4,18]",2001,4,"RHAU","Triangle Island",6
"etapred[4,19]1",56.2009332416937,61.8422596160798,64.793150719273,67.9096921494383,74.218524690328,"etapred[4,19]",2002,4,"RHAU","Triangle Island",6
"etapred[4,20]1",57.3071977788269,62.8791078667522,65.7892891481192,68.8941614526983,75.127683845773,"etapred[4,20]",2003,4,"RHAU","Triangle Island",6
"etapred[4,21]1",58.3969056980251,64.003299485048,66.9056606479967,70.0472128139212,76.292880387435,"etapred[4,21]",2004,4,"RHAU","Triangle Island",6
"etapred[4,22]1",59.6071863207565,65.216686111296,68.1473381773145,71.306789367399,77.6516308819139,"etapred[4,22]",2005,4,"RHAU","Triangle Island",6
"etapred[4,23]1",61.0739199053009,66.4957571682287,69.450576486532,72.5980660139694,78.9873712783064,"etapred[4,23]",2006,4,"RHAU","Triangle Island",6
"etapred[4,24]1",62.5407257106374,67.8951554060653,70.8131702522108,73.907527995484,80.1558124801872,"etapred[4,24]",2007,4,"RHAU","Triangle Island",6
"etapred[4,25]1",64.1509146234924,69.3040307748421,72.1789163459262,75.2238620708308,81.2498646987274,"etapred[4,25]",2008,4,"RHAU","Triangle Island",6
"etapred[4,26]1",65.7596336031657,70.7071363641648,73.4856606714525,76.4686625196381,82.4547762838549,"etapred[4,26]",2009,4,"RHAU","Triangle Island",6
"etapred[4,27]1",67.1117115215406,72.00035775807,74.7327314173881,77.6925525838275,83.6253640518036,"etapred[4,27]",2010,4,"RHAU","Triangle Island",6
"etapred[4,28]1",68.2401891582888,73.11155895305,75.8866544338338,78.808168485836,84.8424209228,"etapred[4,28]",2011,4,"RHAU","Triangle Island",6
"etapred[4,29]1",69.0345016941618,73.9835414250587,76.8920755513432,79.8594184871167,86.1925355726737,"etapred[4,29]",2012,4,"RHAU","Triangle Island",6
"etapred[4,30]1",69.5704621650108,74.6729403076498,77.707996629649,80.7701657239972,87.2394050671009,"etapred[4,30]",2013,4,"RHAU","Triangle Island",6
"etapred[4,31]1",69.9596856620572,75.2261884012177,78.3346362143503,81.5138112373527,88.2096792577605,"etapred[4,31]",2014,4,"RHAU","Triangle Island",6
"etapred[4,32]1",70.2235763655481,75.6232296246984,78.8041944669805,82.1010151173082,88.8456419398798,"etapred[4,32]",2015,4,"RHAU","Triangle Island",6
"etapred[4,33]1",70.2704278338388,75.9179060126725,79.1369703848412,82.562573292089,89.4773591911916,"etapred[4,33]",2016,4,"RHAU","Triangle Island",6
"etapred[4,34]1",70.1626850166594,76.066271718937,79.3692671070351,82.9108994942995,90.1391584988905,"etapred[4,34]",2017,4,"RHAU","Triangle Island",6
"etapred[4,35]1",69.8055102374462,76.0402729345484,79.5845236917243,83.3075119706211,91.1561997595948,"etapred[4,35]",2018,4,"RHAU","Triangle Island",6
"etapred[4,36]1",69.0702756447298,75.9085335520123,79.7381522707888,83.8366978932344,92.3327548537695,"etapred[4,36]",2019,4,"RHAU","Triangle Island",6
"etapred[1,1]3",52.252983194789,62.1373987428024,67.3141172073861,73.0547295547284,86.130571679423,"etapred[1,1]",1984,1,"TUPU","Triangle Island",6
"etapred[1,2]3",52.5715703641852,61.8119409443319,66.5592960502545,71.8093513127342,83.6147990264693,"etapred[1,2]",1985,1,"TUPU","Triangle Island",6
"etapred[1,3]3",52.4777817917008,61.3037939367756,65.7806909874343,70.6590550164522,81.9852010256871,"etapred[1,3]",1986,1,"TUPU","Triangle Island",6
"etapred[1,4]3",52.1844402983867,60.7332336993399,65.0274934786128,69.6481724978025,80.4838046479165,"etapred[1,4]",1987,1,"TUPU","Triangle Island",6
"etapred[1,5]3",51.7895232099986,60.0413500659036,64.2438945539059,68.6494361683693,79.231825897504,"etapred[1,5]",1988,1,"TUPU","Triangle Island",6
"etapred[1,6]3",51.3124617779384,59.3245700254329,63.3620699407558,67.6891281812234,77.9077889762179,"etapred[1,6]",1989,1,"TUPU","Triangle Island",6
"etapred[1,7]3",50.734720102457,58.5480080318039,62.4973380471036,66.6692670111874,76.4762545777952,"etapred[1,7]",1990,1,"TUPU","Triangle Island",6
"etapred[1,8]3",50.1205132369064,57.7121786117057,61.604697681234,65.6011813110596,75.0856611057811,"etapred[1,8]",1991,1,"TUPU","Triangle Island",6
"etapred[1,9]3",49.4987073214383,56.890801164623,60.672145775038,64.4994667159643,73.4953168224947,"etapred[1,9]",1992,1,"TUPU","Triangle Island",6
"etapred[1,10]3",48.7846315506215,56.0388551356412,59.7553774259012,63.4899584159747,72.0845014357009,"etapred[1,10]",1993,1,"TUPU","Triangle Island",6
"etapred[1,11]3",47.766168571718,55.1386302148978,58.7886468528992,62.5157000382534,70.8987445677589,"etapred[1,11]",1994,1,"TUPU","Triangle Island",6
"etapred[1,12]3",46.6323042592432,54.2366633365814,57.8834349796947,61.6454552573332,69.9644632403552,"etapred[1,12]",1995,1,"TUPU","Triangle Island",6
"etapred[1,13]3",45.5700485933197,53.2814146552301,57.0250948388936,60.7625071043349,69.1925961827972,"etapred[1,13]",1996,1,"TUPU","Triangle Island",6
"etapred[1,14]3",44.5694199007271,52.4275745044047,56.1956471257396,59.9677293918085,68.2510151055717,"etapred[1,14]",1997,1,"TUPU","Triangle Island",6
"etapred[1,15]3",43.8832836604583,51.7172245247282,55.4873338463749,59.2489962961022,67.3993565890435,"etapred[1,15]",1998,1,"TUPU","Triangle Island",6
"etapred[1,16]3",43.3872427936047,51.1299694787733,54.8503021006239,58.5586999832883,66.5863156015521,"etapred[1,16]",1999,1,"TUPU","Triangle Island",6
"etapred[1,17]3",43.0946901173096,50.6605010353897,54.3236186294413,57.9943828574123,65.7665231077301,"etapred[1,17]",2000,1,"TUPU","Triangle Island",6
"etapred[1,18]3",42.8801156150744,50.3029046054655,53.9325467476889,57.5427871906524,65.1929373662016,"etapred[1,18]",2001,1,"TUPU","Triangle Island",6
"etapred[1,19]3",42.7537506258683,50.071422663038,53.6722693933859,57.2306646836605,64.7840915555423,"etapred[1,19]",2002,1,"TUPU","Triangle Island",6
"etapred[1,20]3",42.6092354116491,49.9329263269338,53.5658996655455,57.0389056223036,64.6256923728857,"etapred[1,20]",2003,1,"TUPU","Triangle Island",6
"etapred[1,21]3",42.4953268961518,49.8754416310261,53.5418936848328,57.0295587619179,64.6827312807575,"etapred[1,21]",2004,1,"TUPU","Triangle Island",6
"etapred[1,22]3",42.5581064541279,49.9784915935944,53.5408595568026,57.0523443932633,64.6701199007554,"etapred[1,22]",2005,1,"TUPU","Triangle Island",6
"etapred[1,23]3",43.0568858228393,50.21800066295,53.6469337704828,57.0911518768841,64.7306315939794,"etapred[1,23]",2006,1,"TUPU","Triangle Island",6
"etapred[1,24]3",43.667930243341,50.5294920510765,53.7743162223841,57.1641715665732,64.7023979058018,"etapred[1,24]",2007,1,"TUPU","Triangle Island",6
"etapred[1,25]3",44.5505330917515,50.9036582567771,53.9886307290146,57.2027595841584,64.5055740922057,"etapred[1,25]",2008,1,"TUPU","Triangle Island",6
